,field_id,total_scm,collection_date,total_adult_scm,number_seeds,scm_seeds,seed_type
395,STA_HEM_2,0.0,2023-05-31,,10.0,0.0,Corn
396,STA_HEM_2,0.0,2023-05-31,26.0,10.0,0.0,Bean
397,STA_HEM_2,0.0,2023-05-31,,10.0,0.0,Bean
398,SMI_HOF,0.0,2023-05-31,3.0,10.0,0.0,Corn
399,SMI_HOF,0.0,2023-05-31,,10.0,0.0,Corn
400,SMI_HOF,0.0,2023-05-31,3.0,8.0,0.0,Bean
401,SMI_HOF,0.0,2023-05-31,,8.0,0.0,Bean
402,SMI_COB,0.0,2023-05-30,9.0,9.0,0.0,Bean
403,SMI_COB,0.0,2023-05-30,,9.0,0.0,Bean
404,SMI_COB,0.0,2023-05-30,9.0,10.0,0.0,Corn
405,SMI_COB,0.0,2023-05-30,,10.0,0.0,Corn
406,SMI_JOH_2,0.0,2023-05-31,57.0,10.0,0.0,Bean
407,SMI_JOH_2,0.0,2023-05-31,,10.0,0.0,Bean
408,SMI_JOH_2,0.0,2023-05-31,57.0,10.0,0.0,Corn
409,SMI_JOH_2,0.0,2023-05-31,,10.0,0.0,Corn
410,SMI_LAT,4.0,2023-05-31,21.0,8.0,0.0,Bean
411,SMI_LAT,4.0,2023-05-31,,8.0,0.0,Bean
412,SMI_LAT,0.0,2023-05-31,21.0,10.0,0.0,Corn
413,SMI_LAT,0.0,2023-05-31,,10.0,0.0,Corn
414,SMI_HOL,0.0,2023-05-30,27.0,10.0,0.0,Bean
415,SMI_HOL,0.0,2023-05-30,,10.0,0.0,Bean
416,SMI_HOL,0.0,2023-05-30,27.0,9.0,0.0,Corn
417,SMI_HOL,0.0,2023-05-30,,9.0,0.0,Corn
418,SMI_JOH,0.0,2023-05-31,6.0,10.0,0.0,Corn
419,SMI_JOH,0.0,2023-05-31,,10.0,0.0,Corn
420,SMI_JOH,0.0,2023-05-31,6.0,6.0,0.0,Bean
421,SMI_JOH,0.0,2023-05-31,,6.0,0.0,Bean
422,LET_NOB,0.0,2023-06-01,137.0,10.0,0.0,Bean
423,LET_NOB,0.0,2023-06-01,,10.0,0.0,Bean
424,LET_NOB,0.0,2023-06-01,137.0,10.0,0.0,Corn
425,LET_NOB,0.0,2023-06-01,,10.0,0.0,Corn
426,SMI_CAN,0.0,2023-05-31,42.0,10.0,0.0,Bean
427,SMI_CAN,0.0,2023-05-31,,10.0,0.0,Bean
428,SMI_CAN,0.0,2023-05-31,42.0,10.0,0.0,Corn
429,SMI_CAN,0.0,2023-05-31,,10.0,0.0,Corn
430,SMI_MCC,1.0,2023-05-30,17.0,10.0,0.0,Bean
431,SMI_MCC,1.0,2023-05-30,,10.0,0.0,Bean
432,SMI_MCC,0.0,2023-05-30,17.0,10.0,0.0,Corn
433,SMI_MCC,0.0,2023-05-30,,10.0,0.0,Corn
434,SMI_DOU,0.0,2023-05-30,1.0,10.0,0.0,Bean
435,SMI_DOU,0.0,2023-05-30,,10.0,0.0,Bean
436,SMI_DOU,0.0,2023-05-30,1.0,10.0,0.0,Corn
437,SMI_DOU,0.0,2023-05-30,,10.0,0.0,Corn
438,SMI_CRO,0.0,2023-05-30,1.0,10.0,0.0,Corn
439,SMI_CRO,0.0,2023-05-30,,10.0,0.0,Corn
440,SMI_CRO,0.0,2023-05-30,1.0,10.0,0.0,Bean
441,SMI_CRO,0.0,2023-05-30,,10.0,0.0,Bean
442,SMI_DUR,0.0,2023-05-31,266.0,10.0,0.0,Corn
443,SMI_DUR,0.0,2023-05-31,,10.0,0.0,Corn
444,SMI_DUR,0.0,2023-05-31,266.0,9.0,0.0,Bean
445,SMI_DUR,0.0,2023-05-31,,9.0,0.0,Bean
446,SMI_KEL,0.0,2023-05-30,20.0,10.0,0.0,Bean
447,SMI_KEL,0.0,2023-05-30,,10.0,0.0,Bean
448,SMI_KEL,0.0,2023-05-30,20.0,10.0,0.0,Corn
449,SMI_KEL,0.0,2023-05-30,,10.0,0.0,Corn
450,SEA_HOO,0.0,2023-05-31,37.0,9.0,0.0,Bean
451,SEA_HOO,0.0,2023-05-31,,9.0,0.0,Bean
452,SEA_HOO,3.0,2023-05-31,37.0,10.0,1.0,Bean
453,SEA_HOO,3.0,2023-05-31,,10.0,1.0,Bean
454,WIS_KEN,0.0,2023-06-02,2.0,7.0,0.0,Bean
455,WIS_KEN,0.0,2023-06-02,,7.0,0.0,Bean
456,WIS_MEG,0.0,2023-06-02,2.0,10.0,0.0,Corn
457,WIS_MEG,0.0,2023-06-02,,10.0,0.0,Corn
458,WIS_COO_2,0.0,2023-05-31,3.0,6.0,0.0,Corn
459,WIS_COO_2,0.0,2023-05-31,,6.0,0.0,Corn
460,WIS_COO_2,0.0,2023-05-31,3.0,10.0,0.0,Bean
461,WIS_COO_2,0.0,2023-05-31,,10.0,0.0,Bean
462,WIS_COO,3.0,2023-05-31,21.0,8.0,0.0,Bean
463,WIS_COO,3.0,2023-05-31,,8.0,0.0,Bean
464,WIS_COO,0.0,2023-05-31,21.0,10.0,0.0,Corn
465,WIS_COO,0.0,2023-05-31,,10.0,0.0,Corn
466,MIL_YOD,0.0,2023-06-09,72.0,8.0,0.0,Bean
467,MIL_YOD,0.0,2023-06-09,,8.0,0.0,Bean
468,MIL_YOD,0.0,2023-06-09,72.0,10.0,0.0,Corn
469,MIL_YOD,0.0,2023-06-09,,10.0,0.0,Corn
470,MIL_MCC,0.0,2023-06-09,44.0,9.0,0.0,Bean
471,MIL_MCC,0.0,2023-06-09,,9.0,0.0,Bean
472,MIL_MCC,0.0,2023-06-09,44.0,10.0,0.0,Corn
473,MIL_MCC,0.0,2023-06-09,,10.0,0.0,Corn
474,MIL_CHA,0.0,2023-06-09,8.0,10.0,0.0,Bean
475,MIL_CHA,0.0,2023-06-09,,10.0,0.0,Bean
476,MIL_CHA,0.0,2023-06-09,8.0,12.0,0.0,Corn
477,MIL_CHA,0.0,2023-06-09,,12.0,0.0,Corn
478,STA_WIL,0.0,2023-06-13,1.0,11.0,0.0,Bean
479,STA_WIL,0.0,2023-06-13,,11.0,0.0,Bean
480,STA_WIL,0.0,2023-06-13,1.0,10.0,0.0,Corn
481,STA_WIL,0.0,2023-06-13,,10.0,0.0,Corn
482,STA_COL,0.0,2023-06-13,22.0,10.0,0.0,Corn
483,STA_COL,0.0,2023-06-13,,10.0,0.0,Corn
484,SMI_CAN,0.0,2023-06-12,103.0,10.0,0.0,Bean
485,SMI_CAN,0.0,2023-06-12,,10.0,0.0,Bean
486,SMI_CAN,0.0,2023-06-12,103.0,10.0,0.0,Corn
487,SMI_CAN,0.0,2023-06-12,,10.0,0.0,Corn
488,SMI_HOF,0.0,2023-06-14,61.0,10.0,0.0,Corn
489,SMI_HOF,0.0,2023-06-14,,10.0,0.0,Corn
490,SMI_HOF,0.0,2023-06-14,61.0,10.0,0.0,Bean
491,SMI_HOF,0.0,2023-06-14,,10.0,0.0,Bean
492,SMI_KEL,0.0,2023-06-12,138.0,10.0,0.0,Bean
493,SMI_KEL,0.0,2023-06-12,,10.0,0.0,Bean
494,SMI_KEL,0.0,2023-06-12,138.0,10.0,0.0,Corn
495,SMI_KEL,0.0,2023-06-12,,10.0,0.0,Corn
496,SMI_JOH_2,2.0,2023-06-13,4.0,,0.0,Bean
497,SMI_JOH_2,2.0,2023-06-13,,,0.0,Bean
498,SMI_JOH_2,0.0,2023-06-13,4.0,10.0,0.0,Corn
499,SMI_JOH_2,0.0,2023-06-13,,10.0,0.0,Corn
500,SMI_HOL,0.0,2023-06-12,82.0,10.0,0.0,Bean
501,SMI_HOL,0.0,2023-06-12,,10.0,0.0,Bean
502,SMI_HOL,0.0,2023-06-12,82.0,10.0,0.0,Corn
503,SMI_HOL,0.0,2023-06-12,,10.0,0.0,Corn
504,DEG_DIE_HILL,0.0,2024-04-29,39.0,10,0.0,corn
505,DEG_DIE_HILL,0.0,2024-04-29,39.0,10,0.0,soy
506,DEG_DIE_HILL,0.0,2024-04-29,39.0,10,0.0,soy
507,DEG_DIE_HILL,1.0,2024-04-29,39.0,9,1.0,lima
508,DEG_DIE_HILL,0.0,2024-04-29,39.0,10,0.0,corn
509,DEG_VIL,0.0,2024-04-29,48.0,10,0.0,lima
510,DEG_VIL,1.0,2024-04-29,48.0,10,0.0,lima
511,DEG_VIL,0.0,2024-04-29,48.0,10,0.0,corn
512,DEG_VIL,0.0,2024-04-29,48.0,9,0.0,soy
513,DEG_VIL,0.0,2024-04-29,48.0,10,0.0,corn
514,DEG_VIL,0.0,2024-04-29,48.0,8,0.0,soy
515,DIP_CUR,0.0,2024-04-16,16.0,8,0.0,corn
516,DIP_CUR,0.0,2024-04-16,13.0,8,0.0,corn
517,DIP_CUR,0.0,2024-04-16,16.0,9,0.0,soy
518,DIP_CUR,0.0,2024-04-16,13.0,9,0.0,soy
519,DIP_CUR,0.0,2024-04-16,16.0,10,0.0,soy
520,DIP_CUR,0.0,2024-04-16,13.0,10,0.0,soy
521,DIP_CUR,0.0,2024-04-16,16.0,8,0.0,lima
522,DIP_CUR,0.0,2024-04-16,13.0,8,0.0,lima
523,DIP_CUR,0.0,2024-04-16,16.0,8,0.0,lima
524,DIP_CUR,0.0,2024-04-16,13.0,8,0.0,lima
525,DIP_CUR,0.0,2024-04-16,16.0,10,0.0,corn
526,DIP_CUR,0.0,2024-04-16,13.0,10,0.0,corn
527,DIP_CUR,0.0,2024-05-01,17.0,10,0.0,lima
528,DIP_CUR,1.0,2024-05-01,17.0,10,0.0,corn
529,DIP_CUR,0.0,2024-05-01,17.0,10,0.0,soy
530,DIP_CUR,0.0,2024-05-01,17.0,10,0.0,corn
531,DIP_CUR,0.0,2024-05-01,17.0,7,0.0,lima
532,DIP_CUR,0.0,2024-05-14,88.0,10,0.0,lima
533,DIP_CUR,0.0,2024-05-14,88.0,9,0.0,soy
534,DIP_CUR,0.0,2024-05-14,88.0,9,0.0,corn
535,DIP_CUR,0.0,2024-05-14,88.0,8,0.0,soy
536,DIP_CUR,3.0,2024-05-14,88.0,10,0.0,lima
537,DIP_CUR,0.0,2024-05-14,88.0,10,0.0,corn
538,DIP_FLE,0.0,2024-04-17,101.0,9,0.0,corn
539,DIP_FLE,0.0,2024-04-17,101.0,10,0.0,soy
540,DIP_FLE,0.0,2024-04-17,101.0,9,0.0,corn
541,DIP_FLE,0.0,2024-04-17,101.0,7,0.0,lima
542,DIP_FLE,0.0,2024-04-17,101.0,10,0.0,soy
543,DIP_FLE,0.0,2024-04-17,101.0,9,0.0,lima
544,DIP_FLE,0.0,2024-05-01,40.0,9,0.0,lima
545,DIP_FLE,1.0,2024-05-01,40.0,10,1.0,corn
546,DIP_FLE,0.0,2024-05-01,40.0,10,0.0,corn
547,DIP_FLE,0.0,2024-05-01,40.0,9,0.0,soy
548,DIP_FLE,0.0,2024-05-01,40.0,10,0.0,lima
549,DIP_FLE,0.0,2024-05-01,40.0,10,0.0,soy
550,DIP_FLE,0.0,2024-05-14,9.0,8,0.0,corn
551,DIP_FLE,0.0,2024-05-14,9.0,8,0.0,lima
552,DIP_FLE,0.0,2024-05-14,9.0,9,0.0,lima
553,DIP_FLE,0.0,2024-05-14,9.0,8,0.0,corn
554,DIP_PAT,0.0,2024-04-16,39.0,10,0.0,corn
555,DIP_PAT,0.0,2024-04-16,39.0,10,0.0,soy
556,DIP_PAT,0.0,2024-04-16,39.0,7,0.0,lima
557,DIP_PAT,0.0,2024-04-16,39.0,9,0.0,corn
558,DIP_PAT,0.0,2024-04-16,39.0,10,0.0,soy
559,DIP_PAT,0.0,2024-04-16,39.0,9,0.0,lima
560,DIP_PAT,1.0,2024-05-01,121.0,8,0.0,lima
561,DIP_PAT,0.0,2024-05-01,121.0,9,0.0,lima
562,DIP_PAT,0.0,2024-05-01,121.0,10,0.0,corn
563,DIP_PAT,0.0,2024-05-01,121.0,9,0.0,soy
564,DIP_PAT,0.0,2024-05-01,121.0,10,0.0,corn
565,DIP_PAT,0.0,2024-05-01,121.0,10,0.0,soy
566,DIP_PAT,0.0,2024-05-14,149.0,9,0.0,soy
567,DIP_PAT,0.0,2024-05-14,149.0,11,0.0,lima
568,DIP_PAT,0.0,2024-05-14,149.0,10,0.0,lima
569,DIP_PAT,0.0,2024-05-14,149.0,10,0.0,corn
570,DIP_PAT,1.0,2024-05-14,149.0,10,0.0,corn
571,DIP_PAT,0.0,2024-05-14,149.0,10,0.0,soy
572,GAB_ALL,0.0,2024-04-16,25.0,10,0.0,corn
573,GAB_ALL,0.0,2024-04-16,25.0,10,0.0,lima
574,GAB_ALL,0.0,2024-04-16,25.0,10,0.0,soy
575,GAB_ALL,0.0,2024-04-16,25.0,10,0.0,corn
576,GAB_ALL,0.0,2024-04-16,25.0,10,0.0,lima
577,GAB_ALL,0.0,2024-04-16,25.0,10,0.0,soy
578,GAB_ALL,0.0,2024-04-29,50.0,10,0.0,corn
579,GAB_ALL,0.0,2024-04-29,50.0,10,0.0,soy
580,GAB_ALL,0.0,2024-04-29,50.0,9,0.0,lima
581,GAB_ALL,0.0,2024-04-29,50.0,10,0.0,soy
582,GAB_ALL,0.0,2024-04-29,50.0,10,0.0,lima
583,GAB_ALL,0.0,2024-04-29,50.0,10,0.0,corn
584,GAB_ALL,0.0,2024-05-13,9.0,10,0.0,soy
585,GAB_ALL,0.0,2024-05-13,9.0,10,0.0,corn
586,GAB_ALL,0.0,2024-05-13,9.0,10,0.0,lima
587,GAB_ALL,0.0,2024-05-13,9.0,10,0.0,lima
588,GAB_ALL,0.0,2024-05-13,9.0,10,0.0,corn
589,GAB_HEN,0.0,2024-04-16,15.0,10,0.0,corn
590,GAB_HEN,0.0,2024-04-16,15.0,10,0.0,soy
591,GAB_HEN,0.0,2024-04-16,15.0,10,0.0,corn
592,GAB_HEN,0.0,2024-04-16,15.0,10,0.0,soy
593,GAB_HEN,0.0,2024-04-16,15.0,10,0.0,lima
594,GAB_HEN,0.0,2024-04-16,15.0,10,0.0,lima
595,GAB_HEN,0.0,2024-05-13,22.0,10,0.0,corn
596,GAB_HEN,1.0,2024-05-13,22.0,10,0.0,soy
597,GAB_HEN,0.0,2024-05-13,22.0,10,0.0,soy
598,GAB_HEN,0.0,2024-05-13,22.0,10,0.0,corn
599,GAB_HEN,0.0,2024-05-13,22.0,10,0.0,lima
600,GAB_HEN,0.0,2024-05-13,22.0,10,0.0,lima
601,GAB_STE,0.0,2024-04-16,23.0,10,0.0,lima
602,GAB_STE,0.0,2024-04-16,23.0,8,0.0,corn
603,GAB_STE,0.0,2024-04-16,23.0,10,0.0,soy
604,GAB_STE,0.0,2024-04-16,23.0,10,0.0,corn
605,GAB_STE,0.0,2024-04-16,23.0,10,0.0,lima
606,GAB_STE,0.0,2024-04-16,23.0,10,0.0,soy
607,GAB_STE,0.0,2024-04-29,5.0,10,0.0,corn
608,GAB_STE,0.0,2024-04-29,5.0,10,0.0,lima
609,GAB_STE,0.0,2024-04-29,5.0,10,0.0,corn
610,GAB_STE,0.0,2024-04-29,5.0,10,0.0,lima
611,GAB_STE,0.0,2024-04-29,5.0,10,0.0,soy
612,GAB_STE,0.0,2024-04-29,5.0,10,0.0,soy
613,GAB_STE,0.0,2024-05-13,21.0,10,0.0,lima
614,GAB_STE,0.0,2024-05-13,21.0,10,0.0,lima
615,GAB_STE,0.0,2024-05-13,21.0,10,0.0,soy
616,GAB_STE,0.0,2024-05-13,21.0,10,0.0,soy
617,GAB_STE,0.0,2024-05-13,21.0,10,0.0,corn
618,GRS_ORC_IN,0.0,2024-04-15,99.0,8,0.0,lima
619,HUN_PLE_9,0.0,2024-04-22,30.0,20,0.0,corn
620,HUN_PLE_9,0.0,2024-04-22,30.0,20,0.0,lima
621,HUN_PLE_9,0.0,2024-04-22,30.0,20,0.0,soy
622,HUN_PLE_9,0.0,2024-05-06,147.0,10,0.0,lima
623,HUN_PLE_9,0.0,2024-05-06,147.0,10,0.0,corn
624,HUN_PLE_9,0.0,2024-05-06,147.0,10,0.0,corn
625,HUN_PLE_9,0.0,2024-05-06,147.0,10,0.0,soy
626,HUN_PLE_9,0.0,2024-05-06,147.0,9,0.0,soy
627,HUN_PLE_9,0.0,2024-05-06,147.0,9,0.0,lima
628,HUN_PLE_9,0.0,2024-05-20,320.0,9,0.0,corn
629,HUN_PLE_9,0.0,2024-05-20,188.0,9,0.0,corn
630,HUN_PLE_9,0.0,2024-05-20,320.0,9,0.0,corn
631,HUN_PLE_9,0.0,2024-05-20,188.0,9,0.0,corn
632,HUN_PLE_9,0.0,2024-05-20,320.0,9,0.0,corn
633,HUN_PLE_9,0.0,2024-05-20,188.0,9,0.0,corn
634,HUN_PLE_9,0.0,2024-05-20,320.0,10,0.0,soy
635,HUN_PLE_9,0.0,2024-05-20,188.0,10,0.0,soy
636,HUN_PLE_9,0.0,2024-05-20,320.0,10,0.0,soy
637,HUN_PLE_9,0.0,2024-05-20,188.0,10,0.0,soy
638,HUN_PLE_9,0.0,2024-05-20,320.0,10,0.0,lima
639,HUN_PLE_9,0.0,2024-05-20,188.0,10,0.0,lima
640,KAT_TEE,0.0,2024-04-15,12.0,8,0.0,soy
641,KAT_TEE,0.0,2024-04-15,12.0,10,0.0,corn
642,KAT_TEE,0.0,2024-04-15,12.0,10,0.0,corn
643,KAT_TEE,0.0,2024-04-15,12.0,10,0.0,lima
644,KAT_TEE,0.0,2024-04-15,12.0,10,0.0,soy
645,KAT_TEE,0.0,2024-04-15,12.0,10,0.0,lima
646,KAT_TEE,0.0,2024-04-29,24.0,8,0.0,lima
647,KAT_TEE,0.0,2024-04-29,24.0,8,0.0,lima
648,KAT_TEE,0.0,2024-04-29,24.0,10,0.0,soy
649,KAT_TEE,0.0,2024-04-29,24.0,10,0.0,corn
650,KAT_TEE,0.0,2024-04-29,24.0,10,0.0,corn
651,KAT_TEE,0.0,2024-05-13,139.0,10,0.0,soy
652,KAT_TEE,0.0,2024-05-13,139.0,8,0.0,lima
653,KAT_TEE,0.0,2024-05-13,139.0,10,0.0,corn
654,KAT_TEE,0.0,2024-05-13,139.0,10,0.0,corn
655,KAT_TEE,0.0,2024-05-13,139.0,8,0.0,soy
656,KAT_TEE_2,0.0,2024-04-15,3.0,10,0.0,lima
657,KAT_TEE_2,0.0,2024-04-15,3.0,11,0.0,soy
658,KAT_TEE_2,0.0,2024-04-15,3.0,10,0.0,lima
659,KAT_TEE_2,0.0,2024-04-15,3.0,10,0.0,soy
660,KAT_TEE_2,0.0,2024-04-15,3.0,10,0.0,corn
661,KAT_TEE_2,0.0,2024-04-29,16.0,8,0.0,lima
662,KAT_TEE_2,0.0,2024-04-29,16.0,10,0.0,soy
663,KAT_TEE_2,0.0,2024-04-29,16.0,10,0.0,corn
664,KAT_TEE_2,0.0,2024-04-29,16.0,10,0.0,soy
665,KAT_TEE_2,0.0,2024-04-29,16.0,10,0.0,corn
666,KAT_TEE_2,0.0,2024-04-29,16.0,10,0.0,soy
667,KAT_TEE_2,0.0,2024-05-13,187.0,1,0.0,corn
668,KAT_TEE_2,0.0,2024-05-13,187.0,10,0.0,lima
669,KAT_TEE_2,0.0,2024-05-13,187.0,10,0.0,lima
670,KAT_TEE_2,0.0,2024-05-13,187.0,8,0.0,soy
671,KAT_TEE_2,0.0,2024-05-13,187.0,10,0.0,corn
672,KAT_TEE_2,0.0,2024-05-13,187.0,7,0.0,soy
673,POV_DUN,0.0,2024-04-16,8.0,10,0.0,soy
674,POV_DUN,0.0,2024-04-16,8.0,10,0.0,corn
675,POV_DUN,0.0,2024-04-16,8.0,10,0.0,lima
676,POV_DUN,0.0,2024-04-16,8.0,10,0.0,soy
677,POV_DUN,0.0,2024-04-16,8.0,10,0.0,corn
678,POV_DUN,0.0,2024-04-16,8.0,10,0.0,lima
679,POV_DUN,0.0,2024-05-01,2.0,9,0.0,lima
680,POV_DUN,1.0,2024-05-01,2.0,10,0.0,lima
681,POV_DUN,0.0,2024-05-01,2.0,10,0.0,soy
682,POV_DUN,0.0,2024-05-01,2.0,10,0.0,soy
683,POV_DUN,0.0,2024-05-01,2.0,10,0.0,corn
684,POV_DUN,0.0,2024-05-01,2.0,10,0.0,corn
685,POV_DUN,0.0,2024-05-14,0.0,1,0.0,corn
686,POV_DUN,0.0,2024-05-14,0.0,9,0.0,lima
687,POV_DUN,0.0,2024-05-14,0.0,9,0.0,soy
688,POV_DUN,0.0,2024-05-14,0.0,0,0.0,corn
689,POV_DUN,0.0,2024-05-14,0.0,9,0.0,soy
690,POV_DUN,0.0,2024-05-14,0.0,10,0.0,lima
691,POV_DUN,0.0,2024-05-14,0.0,7,0.0,lima
692,SEA_HOO,0.0,2024-04-23,10.0,20,0.0,corn
693,SEA_HOO,0.0,2024-04-23,10.0,20,0.0,soy
694,SEA_HOO,0.0,2024-04-23,10.0,20,0.0,lima
695,SEA_HOO,0.0,2024-05-07,61.0,11,0.0,soy
696,SEA_HOO,0.0,2024-05-07,61.0,9,0.0,lima
697,SEA_HOO,0.0,2024-05-07,61.0,8,0.0,lima
698,SEA_HOO,0.0,2024-05-07,61.0,10,0.0,soy
699,SEA_HOO,0.0,2024-05-07,61.0,0,0.0,corn
700,SEA_HOO,0.0,2024-05-07,61.0,10,0.0,corn
701,SEA_HOO,0.0,2024-05-21,75.0,10,0.0,corn
702,SEA_HOO,0.0,2024-05-21,75.0,7,0.0,lima
703,SEA_HOO,0.0,2024-05-21,75.0,10,0.0,soy
704,SEA_HOO,0.0,2024-05-21,75.0,10,0.0,soy
705,SEA_HOO,0.0,2024-05-21,75.0,8,0.0,corn
706,SEA_HOO,1.0,2024-05-21,75.0,5,1.0,lima
707,SMI_CAN_2,0.0,2024-04-22,24.0,10,0.0,soy
708,SMI_CAN_2,0.0,2024-04-22,24.0,10,0.0,soy
709,SMI_CAN_2,0.0,2024-04-22,24.0,10,0.0,lima
710,SMI_CAN_2,0.0,2024-04-22,24.0,9,0.0,lima
711,SMI_CAN_2,0.0,2024-04-22,24.0,10,0.0,corn
712,SMI_CAN_2,0.0,2024-04-22,24.0,10,0.0,corn
713,SMI_CAN_2,0.0,2024-05-07,42.0,9,0.0,lima
714,SMI_CAN_2,0.0,2024-05-07,42.0,10,0.0,soy
715,SMI_CAN_2,0.0,2024-05-07,42.0,10,0.0,soy
716,SMI_CAN_2,0.0,2024-05-07,42.0,8,0.0,lima
717,SMI_CAN_2,0.0,2024-05-07,42.0,10,0.0,corn
718,SMI_CAN_2,0.0,2024-05-07,42.0,9,0.0,corn
719,SMI_COB,0.0,2024-04-29,28.0,7,0.0,lima
720,SMI_COB,0.0,2024-04-29,28.0,9,0.0,soy
721,SMI_COB,61.0,2024-04-29,28.0,8,8.0,lima
722,SMI_COB,0.0,2024-04-29,28.0,10,0.0,soy
723,SMI_COB,0.0,2024-04-29,28.0,9,0.0,corn
724,SMI_DOU_3,0.0,2024-05-07,13.0,9,0.0,lima
725,SMI_DOU_3,0.0,2024-05-07,13.0,10,0.0,corn
726,SMI_DOU_3,0.0,2024-05-07,13.0,10,0.0,lima
727,SMI_DOU_3,0.0,2024-05-07,13.0,10,0.0,corn
728,SMI_DOU_3,0.0,2024-05-07,13.0,10,0.0,soy
729,SMI_DOU_3,1.0,2024-05-07,13.0,10,1.0,soy
730,SMI_JOH,0.0,2024-04-22,11.0,10,0.0,soy
731,SMI_JOH,0.0,2024-04-22,11.0,9,0.0,lima
732,SMI_JOH,0.0,2024-04-22,11.0,10,0.0,corn
733,SMI_JOH,0.0,2024-04-22,11.0,10,0.0,lima
734,SMI_JOH,0.0,2024-04-22,11.0,9,0.0,corn
735,SMI_JOH,0.0,2024-04-22,11.0,9,0.0,soy
736,SMI_JOH,0.0,2024-05-06,9.0,10,0.0,corn
737,SMI_JOH,0.0,2024-05-06,9.0,4,0.0,soy
738,SMI_JOH,0.0,2024-05-06,9.0,9,0.0,soy
739,SMI_JOH,0.0,2024-05-06,9.0,9,0.0,corn
740,SMI_JOH,0.0,2024-05-06,9.0,9,0.0,lima
741,SMI_JOH,0.0,2024-05-06,9.0,6,0.0,lima
742,SMI_JOH,0.0,2024-05-20,24.0,1,0.0,corn
743,SMI_JOH,0.0,2024-05-20,24.0,7,0.0,lima
744,SMI_JOH,0.0,2024-05-20,24.0,0,0.0,corn
745,SMI_JOH,0.0,2024-05-20,24.0,2,0.0,soy
746,SMI_JOH,0.0,2024-05-20,24.0,9,0.0,lima
747,SMI_JOH,0.0,2024-05-20,24.0,0,0.0,soy
748,SMI_KEL,0.0,2024-04-22,14.0,10,0.0,soy
749,SMI_KEL,0.0,2024-04-22,14.0,9,0.0,soy
750,SMI_KEL,0.0,2024-04-22,14.0,10,0.0,lima
751,SMI_KEL,0.0,2024-04-22,14.0,9,0.0,lima
752,SMI_KEL,0.0,2024-04-22,14.0,10,0.0,corn
753,SMI_KEL,0.0,2024-04-22,14.0,10,0.0,corn
754,SMI_KEL,0.0,2024-05-07,4.0,6,0.0,corn
755,SMI_KEL,0.0,2024-05-07,4.0,9,0.0,lima
756,SMI_KEL,0.0,2024-05-07,4.0,9,0.0,soy
757,SMI_KEL,0.0,2024-05-07,4.0,8,0.0,lima
758,SMI_KEL,0.0,2024-05-07,4.0,9,0.0,soy
759,SMI_KEL,0.0,2024-05-07,4.0,9,0.0,corn
760,SMI_LAT,0.0,2024-05-31,201.0,14,0.0,soy
761,SMI_LAT,0.0,2024-05-31,201.0,18,0.0,lima
762,SMI_LAT,0.0,2024-05-31,201.0,8,0.0,soy
763,SMI_LAT,0.0,2024-05-31,201.0,10,0.0,corn
764,SMI_LAT,0.0,2024-05-31,201.0,10,0.0,corn
765,SMI_LAT,0.0,2024-05-01,16.0,10,0.0,soy
766,SMI_LAT,0.0,2024-05-01,16.0,10,0.0,corn
767,SMI_LAT,0.0,2024-05-01,16.0,8,0.0,lima
768,SMI_LAT,0.0,2024-05-01,16.0,9,0.0,soy
769,SMI_LAT,0.0,2024-05-01,16.0,10,0.0,corn
770,SMI_LAT,0.0,2024-05-01,16.0,10,0.0,lima
771,SMI_LAT,0.0,2024-05-13,103.0,10,0.0,corn
772,SMI_LAT,0.0,2024-05-13,66.0,10,0.0,corn
773,SMI_LAT,0.0,2024-05-13,103.0,10,0.0,soy
774,SMI_LAT,0.0,2024-05-13,66.0,10,0.0,soy
775,SMI_LAT,0.0,2024-05-13,103.0,10,0.0,lima
776,SMI_LAT,0.0,2024-05-13,66.0,10,0.0,lima
777,SMI_LAT,0.0,2024-05-13,103.0,9,0.0,lima
778,SMI_LAT,0.0,2024-05-13,66.0,9,0.0,lima
779,SMI_LAT,0.0,2024-05-13,103.0,7,0.0,lima
780,SMI_LAT,0.0,2024-05-13,66.0,7,0.0,lima
781,SMI_LAT,0.0,2024-05-13,103.0,10,0.0,corn
782,SMI_LAT,0.0,2024-05-13,66.0,10,0.0,corn
783,SMI_LAT_2,0.0,2024-06-11,287.0,9,0.0,lima
784,SMI_LAT_2,0.0,2024-06-11,287.0,10,0.0,corn
785,SMI_LAT_2,1.0,2024-06-11,287.0,10,0.0,soy
786,SMI_LAT_2,1.0,2024-06-11,287.0,10,0.0,lima
787,SMI_LAT_2,0.0,2024-06-11,287.0,9,0.0,soy
788,SMI_LAT_2,1.0,2024-06-11,287.0,9,1.0,corn
789,SMI_LAT_2,0.0,2024-05-31,231.0,19,0.0,lima
790,SMI_LAT_2,0.0,2024-05-31,231.0,9,0.0,soy
791,SMI_LAT_2,0.0,2024-05-31,231.0,10,0.0,soy
792,SMI_LAT_2,0.0,2024-05-31,231.0,10,0.0,corn
793,SMI_LAT_2,0.0,2024-05-31,231.0,9,0.0,corn
794,SMI_LAT_2,0.0,2024-05-13,57.0,10,0.0,soy
795,SMI_LAT_2,9.0,2024-05-13,57.0,10,5.0,corn
796,SMI_LAT_2,6.0,2024-05-13,57.0,9,3.0,lima
