,card_id,data_collector,site,collection_date,n_scm_i_m,n_scm_i_f,n_scm_o_m,n_scm_o_f,n_d_florilega_i,n_d_florilega_o,total_scm,landscape_type,farm,placement
2080,7081,Alexa Stratton,KIR_FOR_OUT,2023-10-11,4.0,0.0,13.0,1.0,0.0,0.0,18.0,Forest,Kirby,Out
2081,7082,Alexa Stratton,KIR_FOR_IN,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Kirby,In
2082,7083,Alexa Stratton,KIR_FIE_OUT,2023-10-11,23.0,18.0,17.0,6.0,17.0,9.0,64.0,Field,Kirby,Out
2083,7084,Alexa Stratton,KIR_FIE_IN,2023-10-11,10.0,12.0,13.0,12.0,6.0,7.0,47.0,Field,Kirby,In
2084,7085,Alexa Stratton,OLE_FOR_OUT,2023-10-11,0.0,3.0,9.0,5.0,0.0,1.0,17.0,Forest,Oles,Out
2085,7086,Alexa Stratton,OLE_FOR_IN,2023-10-11,0.0,4.0,0.0,1.0,0.0,0.0,5.0,Forest,Oles,In
2086,7087,Alexa Stratton,OLE_FIE_OUT,2023-10-11,1.0,9.0,3.0,5.0,1.0,0.0,18.0,Field,Oles,Out
2087,7088,Alexa Stratton,OLE_FIE_IN,2023-10-11,0.0,2.0,4.0,0.0,0.0,0.0,6.0,Field,Oles,In
2088,7089,Alexa Stratton,IND_ORC_OUT,2023-10-19,1.0,0.0,3.0,0.0,2.0,1.0,4.0,Orchard,Indian_Creek_1,In
2089,7090,Alexa Stratton,IND_ORC_IN,2023-10-19,2.0,3.0,0.0,0.0,0.0,1.0,5.0,Orchard,Indian_Creek_1,In
2090,7091,Alexa Stratton,IND_ORC_OUT_2,2023-10-19,2.0,0.0,1.0,3.0,0.0,1.0,6.0,Orchard,Indian_Creek_2,In
2091,7092,Alexa Stratton,IND_ORC_IN_2,2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Indian_Creek_2,In
2092,7093,Alexa Stratton,EVE_ORC_OUT,2023-10-19,0.0,0.0,0.0,3.0,1.0,0.0,3.0,Orchard,Eve,Out
2093,7094,Alexa Stratton,EVE_ORC_IN,2023-10-19,0.0,1.0,2.0,2.0,0.0,0.0,5.0,Orchard,Eve,In
2094,7095,Alexa Stratton,EVE_FIE_OUT,2023-10-19,2.0,2.0,1.0,5.0,1.0,0.0,10.0,Field,Eve,Out
2095,7096,Alexa Stratton,EVE_FIE_IN,2023-10-19,2.0,2.0,1.0,4.0,0.0,0.0,9.0,Field,Eve,In
2096,7097,Alexa Stratton,EVE_FOR_OUT,2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,Out
2097,7098,Alexa Stratton,EVE_FOR_IN,2023-10-19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Forest,Eve,In
2099,7100,Alexa Stratton,GRS_ORC_IN,2023-10-19,7.0,22.0,18.0,18.0,0.0,0.0,65.0,Orchard,Geneva_South,In
2101,7102,Alexa Stratton,GRS_FIE_IN,2023-10-19,,,,,,,,Field,Geneva_South,In
2102,7103,Alexa Stratton,GRN_ORC_OUT,2023-10-19,5.0,17.0,7.0,13.0,2.0,0.0,42.0,Orchard,Geneva_North,Out
2103,7104,Alexa Stratton,GRN_ORC_IN,2023-10-19,8.0,5.0,9.0,25.0,2.0,0.0,47.0,Orchard,Geneva_North,In
2104,7105,Alexa Stratton,GRN_FIE_OUT,2023-10-19,4.0,4.0,4.0,6.0,0.0,3.0,18.0,Field,Geneva_North,Out
2105,7106,Alexa Stratton,GRN_FIE_IN,2023-10-19,,,,,,,,Field,Geneva_North,In
2106,7107,Alexa Stratton,KIR_ORC_OUT,2023-10-18,1.0,3.0,5.0,5.0,0.0,1.0,14.0,Orchard,Kirby,Out
2107,7108,Alexa Stratton,KIR_ORC_IN,2023-10-18,0.0,2.0,3.0,2.0,0.0,0.0,7.0,Orchard,Kirby,In
2108,7109,Alexa Stratton,KIR_FOR_OUT,2023-10-18,0.0,1.0,13.0,5.0,0.0,1.0,19.0,Forest,Kirby,Out
2109,7110,Alexa Stratton,KIR_FOR_IN,2023-10-18,0.0,0.0,1.0,4.0,0.0,0.0,5.0,Forest,Kirby,In
2110,7111,Alexa Stratton,KIR_FIE_OUT,2023-10-18,14.0,13.0,8.0,15.0,5.0,1.0,50.0,Field,Kirby,Out
2111,7112,Alexa Stratton,KIR_FIE_IN,2023-10-18,17.0,25.0,9.0,13.0,6.0,14.0,64.0,Field,Kirby,In
2112,7113,Alexa Stratton,OLE_FOR_OUT,2023-10-18,2.0,27.0,4.0,48.0,5.0,8.0,81.0,Forest,Oles,Out
2113,7114,Alexa Stratton,OLE_FOR_IN,2023-10-18,0.0,2.0,0.0,4.0,0.0,0.0,6.0,Forest,Oles,In
2114,7115,Alexa Stratton,OLE_FIE_OUT,2023-10-18,7.0,100.0,8.0,41.0,17.0,6.0,156.0,Field,Oles,Out
2115,7116,Alexa Stratton,OLE_FIE_IN,2023-10-18,9.0,133.0,6.0,147.0,16.0,13.0,295.0,Field,Oles,In
2116,7117,Alexa Stratton,IND_ORC_OUT,2023-10-25,0.0,0.0,0.0,3.0,0.0,2.0,3.0,Orchard,Indian_Creek_1,In
2117,7118,Alexa Stratton,IND_ORC_IN,2023-10-25,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Orchard,Indian_Creek_1,In
2118,7119,Alexa Stratton,IND_ORC_OUT_2,2023-10-25,0.0,1.0,2.0,2.0,0.0,1.0,5.0,Orchard,Indian_Creek_2,In
2119,7120,Alexa Stratton,IND_ORC_IN_2,2023-10-25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orchard,Indian_Creek_2,In
2120,7121,Alexa Stratton,EVE_ORC_OUT,2023-10-26,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orchard,Eve,Out
2121,7122,Alexa Stratton,EVE_ORC_IN,2023-10-26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orchard,Eve,In
2122,7123,Alexa Stratton,EVE_FIE_OUT,2023-10-26,2.0,0.0,1.0,0.0,0.0,0.0,3.0,Field,Eve,Out
2123,7124,Alexa Stratton,EVE_FIE_IN,2023-10-26,2.0,0.0,3.0,3.0,0.0,2.0,8.0,Field,Eve,In
2124,7125,Alexa Stratton,EVE_FOR_OUT,2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,Out
2125,7126,Alexa Stratton,EVE_FOR_IN,2023-10-26,2.0,7.0,0.0,0.0,0.0,0.0,9.0,Forest,Eve,In
2127,7128,Alexa Stratton,GRS_ORC_IN,2023-10-26,,,,,,,,Orchard,Geneva_South,In
2129,7130,Alexa Stratton,GRS_FIE_IN,2023-10-26,,,,,,,,Field,Geneva_South,In
2130,7131,Alexa Stratton,GRN_ORC_OUT,2023-10-26,6.0,32.0,4.0,19.0,4.0,1.0,61.0,Orchard,Geneva_North,Out
2131,7132,Alexa Stratton,GRN_ORC_IN,2023-10-26,7.0,14.0,3.0,12.0,3.0,0.0,36.0,Orchard,Geneva_North,In
2132,7133,Alexa Stratton,KIR_ORC_OUT,2023-10-25,1.0,0.0,2.0,2.0,0.0,0.0,5.0,Orchard,Kirby,Out
2133,7134,Alexa Stratton,KIR_ORC_IN,2023-10-25,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orchard,Kirby,In
2134,7135,Alexa Stratton,KIR_FOR_OUT,2023-10-25,1.0,0.0,3.0,0.0,0.0,0.0,4.0,Forest,Kirby,Out
2135,7136,Alexa Stratton,KIR_FOR_IN,2023-10-25,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Forest,Kirby,In
2136,7137,Alexa Stratton,KIR_FIE_OUT,2023-10-25,7.0,4.0,6.0,4.0,1.0,4.0,21.0,Field,Kirby,Out
2137,7138,Alexa Stratton,KIR_FIE_IN,2023-10-25,5.0,6.0,9.0,7.0,0.0,2.0,27.0,Field,Kirby,In
2138,7139,Alexa Stratton,OLE_FOR_OUT,2023-10-25,3.0,8.0,7.0,13.0,2.0,1.0,31.0,Forest,Oles,Out
2139,7140,Alexa Stratton,OLE_FOR_IN,2023-10-25,1.0,6.0,0.0,3.0,0.0,0.0,10.0,Forest,Oles,In
2140,7141,Alexa Stratton,OLE_FIE_OUT,2023-10-25,8.0,28.0,3.0,31.0,5.0,7.0,70.0,Field,Oles,Out
2141,7142,Alexa Stratton,OLE_FIE_IN,2023-10-25,7.0,14.0,3.0,12.0,3.0,0.0,36.0,Field,Oles,In
2142,7143,Alexa Stratton,IND_ORC_OUT,2023-11-02,,,,,,,,Orchard,Indian_Creek_1,In
2143,7144,Alexa Stratton,IND_ORC_IN,2023-11-02,,,,,,,,Orchard,Indian_Creek_1,In
2144,7145,Alexa Stratton,IND_ORC_OUT_2,2023-11-02,,,,,,,,Orchard,Indian_Creek_2,In
2145,7146,Alexa Stratton,IND_ORC_IN_2,2023-11-02,,,,,,,,Orchard,Indian_Creek_2,In
2146,7147,Alexa Stratton,EVE_ORC_OUT,2023-11-02,0.0,1.0,0.0,1.0,0.0,2.0,2.0,Orchard,Eve,Out
2147,7148,Alexa Stratton,EVE_ORC_IN,2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Eve,In
2148,7149,Alexa Stratton,EVE_FIE_OUT,2023-11-02,2.0,1.0,0.0,1.0,0.0,0.0,4.0,Field,Eve,Out
2149,7150,Alexa Stratton,EVE_FIE_IN,2023-11-02,2.0,4.0,1.0,6.0,2.0,0.0,13.0,Field,Eve,In
2150,7151,Alexa Stratton,EVE_FOR_OUT,2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,Out
2151,7152,Alexa Stratton,EVE_FOR_IN,2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,In
2153,7154,Alexa Stratton,GRS_ORC_IN,2023-11-01,,,,,,,,Orchard,Geneva_South,In
2155,7156,Alexa Stratton,GRS_FIE_IN,2023-11-01,,,,,,,,Field,Geneva_South,In
2156,7157,Alexa Stratton,GRN_ORC_OUT,2023-11-01,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orchard,Geneva_North,Out
2157,7158,Alexa Stratton,GRN_ORC_IN,2023-11-01,0.0,0.0,0.0,4.0,0.0,0.0,4.0,Orchard,Geneva_North,In
2158,7159,Alexa Stratton,GRN_FIE_OUT,2023-11-01,3.0,0.0,2.0,3.0,0.0,0.0,8.0,Field,Geneva_North,Out
2159,7160,Alexa Stratton,GRN_FIE_IN,2023-11-01,1.0,1.0,4.0,1.0,0.0,0.0,7.0,Field,Geneva_North,In
2160,7161,Alexa Stratton,KIR_ORC_OUT,2023-11-01,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Orchard,Kirby,Out
2161,7162,Alexa Stratton,KIR_ORC_IN,2023-11-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orchard,Kirby,In
2162,7163,Alexa Stratton,KIR_FOR_OUT,2023-11-01,1.0,2.0,2.0,0.0,0.0,0.0,5.0,Forest,Kirby,Out
2163,7164,Alexa Stratton,KIR_FOR_IN,2023-11-01,0.0,1.0,2.0,0.0,0.0,1.0,3.0,Forest,Kirby,In
2164,7165,Alexa Stratton,KIR_FIE_OUT,2023-11-01,1.0,13.0,1.0,2.0,0.0,0.0,17.0,Field,Kirby,Out
2165,7166,Alexa Stratton,KIR_FIE_IN,2023-11-01,1.0,1.0,1.0,0.0,0.0,0.0,3.0,Field,Kirby,In
2166,7167,Alexa Stratton,OLE_FOR_OUT,2023-11-01,3.0,3.0,3.0,6.0,0.0,0.0,15.0,Forest,Oles,Out
2167,7168,Alexa Stratton,OLE_FOR_IN,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Oles,In
2168,7169,Alexa Stratton,OLE_FIE_OUT,2023-11-01,0.0,1.0,3.0,1.0,0.0,0.0,5.0,Field,Oles,Out
2169,7170,Alexa Stratton,OLE_FIE_IN,2023-11-01,5.0,4.0,1.0,8.0,0.0,1.0,18.0,Field,Oles,In
2170,7171,Alexa Stratton,IND_ORC_OUT,2023-11-08,1.0,1.0,0.0,2.0,2.0,1.0,4.0,Orchard,Indian_Creek_1,In
2171,7172,Alexa Stratton,IND_ORC_IN,2023-11-08,1.0,0.0,2.0,2.0,0.0,0.0,5.0,Orchard,Indian_Creek_1,In
2172,7173,Alexa Stratton,IND_ORC_OUT_2,2023-11-08,0.0,0.0,1.0,4.0,0.0,0.0,5.0,Orchard,Indian_Creek_2,In
2173,7174,Alexa Stratton,IND_ORC_IN_2,2023-11-08,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Orchard,Indian_Creek_2,In
2174,7175,Alexa Stratton,EVE_ORC_OUT,2023-11-08,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Orchard,Eve,Out
2175,7176,Alexa Stratton,EVE_ORC_IN,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Eve,In
2176,7177,Alexa Stratton,EVE_FIE_OUT,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Eve,Out
2177,7178,Alexa Stratton,EVE_FIE_IN,2023-11-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Field,Eve,In
2178,7179,Alexa Stratton,EVE_FOR_OUT,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,Out
2179,7180,Alexa Stratton,EVE_FOR_IN,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,In
2181,7182,Alexa Stratton,GRS_ORC_IN,2023-11-08,2.0,8.0,1.0,8.0,0.0,0.0,19.0,Orchard,Geneva_South,In
2183,7184,Alexa Stratton,GRS_FIE_IN,2023-11-08,4.0,2.0,2.0,5.0,0.0,0.0,13.0,Field,Geneva_South,In
2184,7185,Alexa Stratton,GRN_ORC_OUT,2023-11-08,,,,,,,,Orchard,Geneva_North,Out
2185,7186,Alexa Stratton,GRN_ORC_IN,2023-11-08,,,,,,,,Orchard,Geneva_North,In
2186,7187,Alexa Stratton,GRN_FIE_OUT,2023-11-08,,,,,,,,Field,Geneva_North,Out
2187,7188,Alexa Stratton,GRN_FIE_IN,2023-11-08,,,,,,,,Field,Geneva_North,In
2188,7189,Alexa Stratton,KIR_ORC_OUT,2023-11-08,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Orchard,Kirby,Out
2189,7190,Alexa Stratton,KIR_ORC_IN,2023-11-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orchard,Kirby,In
2190,7191,Alexa Stratton,KIR_FOR_OUT,2023-11-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Forest,Kirby,Out
2191,7192,Alexa Stratton,KIR_FOR_IN,2023-11-08,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Forest,Kirby,In
2192,7193,Alexa Stratton,KIR_FIE_OUT,2023-11-08,1.0,4.0,2.0,2.0,0.0,0.0,9.0,Field,Kirby,Out
2193,7194,Alexa Stratton,KIR_FIE_IN,2023-11-08,1.0,3.0,1.0,3.0,0.0,0.0,8.0,Field,Kirby,In
2194,7195,Alexa Stratton,OLE_FOR_OUT,2023-11-08,0.0,0.0,0.0,5.0,0.0,0.0,5.0,Forest,Oles,Out
2195,7196,Alexa Stratton,OLE_FOR_IN,2023-11-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Forest,Oles,In
2196,7197,Alexa Stratton,OLE_FIE_OUT,2023-11-08,2.0,0.0,1.0,2.0,0.0,0.0,5.0,Field,Oles,Out
2197,7198,Alexa Stratton,OLE_FIE_IN,2023-11-08,1.0,2.0,5.0,5.0,0.0,0.0,13.0,Field,Oles,In
2198,7199,Alexa Stratton,IND_ORC_OUT,2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Indian_Creek_1,In
2199,7200,Alexa Stratton,IND_ORC_IN,2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Indian_Creek_1,In
2200,7201,Alexa Stratton,IND_ORC_OUT_2,2023-11-16,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orchard,Indian_Creek_2,In
2201,7202,Alexa Stratton,IND_ORC_IN_2,2023-11-16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orchard,Indian_Creek_2,In
2202,7203,Alexa Stratton,EVE_ORC_OUT,2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Eve,Out
2203,7204,Alexa Stratton,EVE_ORC_IN,2023-11-16,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orchard,Eve,In
2204,7205,Alexa Stratton,EVE_FIE_OUT,2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Eve,Out
2205,7206,Alexa Stratton,EVE_FIE_IN,2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Eve,In
2206,7207,Alexa Stratton,EVE_FOR_OUT,2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,Out
2207,7208,Alexa Stratton,EVE_FOR_IN,2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,In
2209,7210,Alexa Stratton,GRS_ORC_IN,2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Geneva_South,In
2211,7212,Alexa Stratton,GRS_FIE_IN,2023-11-15,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Field,Geneva_South,In
2212,7213,Alexa Stratton,GRN_ORC_OUT,2023-11-15,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Orchard,Geneva_North,Out
2213,7214,Alexa Stratton,GRN_ORC_IN,2023-11-15,1.0,0.0,2.0,4.0,0.0,0.0,7.0,Orchard,Geneva_North,In
2214,7215,Alexa Stratton,GRN_FIE_OUT,2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Geneva_North,Out
2215,7216,Alexa Stratton,GRN_FIE_IN,2023-11-15,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Field,Geneva_North,In
2216,7217,Alexa Stratton,KIR_ORC_OUT,2023-11-15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Orchard,Kirby,Out
2217,7218,Alexa Stratton,KIR_ORC_IN,2023-11-15,1.0,0.0,1.0,2.0,0.0,0.0,4.0,Orchard,Kirby,In
2218,7219,Alexa Stratton,KIR_FOR_OUT,2023-11-15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Forest,Kirby,Out
2219,7220,Alexa Stratton,KIR_FOR_IN,2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Kirby,In
2220,7221,Alexa Stratton,KIR_FIE_OUT,2023-11-15,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Field,Kirby,Out
2221,7222,Alexa Stratton,KIR_FIE_IN,2023-11-15,2.0,0.0,3.0,3.0,0.0,0.0,8.0,Field,Kirby,In
2222,7223,Alexa Stratton,OLE_FOR_OUT,2023-11-15,1.0,2.0,2.0,3.0,0.0,0.0,8.0,Forest,Oles,Out
2223,7224,Alexa Stratton,OLE_FOR_IN,2023-11-15,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Forest,Oles,In
2224,7225,Alexa Stratton,OLE_FIE_OUT,2023-11-15,3.0,4.0,2.0,2.0,0.0,0.0,11.0,Field,Oles,Out
2225,7226,Alexa Stratton,OLE_FIE_IN,2023-11-15,2.0,6.0,0.0,2.0,0.0,0.0,10.0,Field,Oles,In
2226,7227,Shea Crowther,IND_ORC_OUT,2023-11-22,1.0,0.0,1.0,1.0,0.0,0.0,3.0,Orchard,Indian_Creek_1,In
2227,7228,Shea Crowther,IND_ORC_IN,2023-11-22,1.0,2.0,0.0,2.0,0.0,0.0,5.0,Orchard,Indian_Creek_1,In
2228,7229,Shea Crowther,IND_ORC_OUT_2,2023-11-22,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Orchard,Indian_Creek_2,In
2229,7230,Shea Crowther,IND_ORC_IN_2,2023-11-22,1.0,0.0,0.0,2.0,0.0,0.0,3.0,Orchard,Indian_Creek_2,In
2230,7231,Shea Crowther,EVE_ORC_OUT,2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Eve,Out
2231,7232,Shea Crowther,EVE_ORC_IN,2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Eve,In
2232,7233,Shea Crowther,EVE_FIE_OUT,2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Eve,Out
2233,7234,Shea Crowther,EVE_FIE_IN,2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Eve,In
2234,7235,Shea Crowther,EVE_FOR_OUT,2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,Out
2235,7236,Shea Crowther,EVE_FOR_IN,2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,In
2237,7238,Alexa Stratton,GRS_ORC_IN,2023-11-21,,,,,,,,Orchard,Geneva_South,In
2239,7240,Alexa Stratton,GRS_FIE_IN,2023-11-21,,,,,,,,Field,Geneva_South,In
2240,7241,Alexa Stratton,GRN_ORC_OUT,2023-11-21,,,,,,,,Orchard,Geneva_North,Out
2241,7242,Alexa Stratton,GRN_ORC_IN,2023-11-21,,,,,,,,Orchard,Geneva_North,In
2242,7243,Alexa Stratton,GRN_FIE_OUT,2023-11-21,,,,,,,,Field,Geneva_North,Out
2243,7244,Alexa Stratton,GRN_FIE_IN,2023-11-21,,,,,,,,Field,Geneva_North,In
2244,7245,Alexa Stratton,KIR_ORC_OUT,2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Kirby,Out
2245,7246,Alexa Stratton,KIR_ORC_IN,2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Kirby,In
2246,7247,Alexa Stratton,KIR_FOR_OUT,2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Kirby,Out
2247,7248,Alexa Stratton,KIR_FOR_IN,2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Kirby,In
2248,7249,Alexa Stratton,KIR_FIE_OUT,2023-11-21,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Field,Kirby,Out
2249,7250,Alexa Stratton,KIR_FIE_IN,2023-11-21,0.0,2.0,0.0,3.0,0.0,0.0,5.0,Field,Kirby,In
2250,7251,Alexa Stratton,OLE_FOR_OUT,2023-11-21,2.0,0.0,0.0,1.0,0.0,0.0,3.0,Forest,Oles,Out
2251,7252,Alexa Stratton,OLE_FOR_IN,2023-11-21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Forest,Oles,In
2252,7253,Alexa Stratton,OLE_FIE_OUT,2023-11-21,2.0,2.0,2.0,0.0,0.0,1.0,6.0,Field,Oles,Out
2253,7254,Alexa Stratton,OLE_FIE_IN,2023-11-21,2.0,1.0,2.0,1.0,1.0,1.0,6.0,Field,Oles,In
2254,7255,Alexa Stratton,IND_ORC_OUT,2023-11-30,1.0,1.0,0.0,2.0,0.0,0.0,4.0,Orchard,Indian_Creek_1,In
2255,7256,Alexa Stratton,IND_ORC_IN,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Indian_Creek_1,In
2256,7257,Alexa Stratton,IND_ORC_OUT_2,2023-11-30,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orchard,Indian_Creek_2,In
2257,7258,Alexa Stratton,IND_ORC_IN_2,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Indian_Creek_2,In
2258,7259,Alexa Stratton,EVE_ORC_OUT,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Eve,Out
2259,7260,Alexa Stratton,EVE_ORC_IN,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Eve,In
2260,7261,Alexa Stratton,EVE_FIE_OUT,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Eve,Out
2261,7262,Alexa Stratton,EVE_FIE_IN,2023-11-30,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Field,Eve,In
2262,7263,Alexa Stratton,EVE_FOR_OUT,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,Out
2263,7264,Alexa Stratton,EVE_FOR_IN,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,In
2265,7266,Alexa Stratton,GRS_ORC_IN,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Geneva_South,In
2267,7268,Alexa Stratton,GRS_FIE_IN,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Geneva_South,In
2268,7269,Alexa Stratton,GRN_ORC_OUT,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Geneva_North,Out
2269,7270,Alexa Stratton,GRN_ORC_IN,2023-11-29,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Orchard,Geneva_North,In
2270,7271,Alexa Stratton,GRN_FIE_OUT,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Geneva_North,Out
2271,7272,Alexa Stratton,GRN_FIE_IN,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Geneva_North,In
2272,7273,Alexa Stratton,KIR_ORC_OUT,2023-11-29,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orchard,Kirby,Out
2273,7274,Alexa Stratton,KIR_ORC_IN,2023-11-29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orchard,Kirby,In
2274,7275,Alexa Stratton,KIR_FOR_OUT,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Kirby,Out
2275,7276,Alexa Stratton,KIR_FOR_IN,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Kirby,In
2276,7277,Alexa Stratton,KIR_FIE_OUT,2023-11-29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Field,Kirby,Out
2277,7278,Alexa Stratton,KIR_FIE_IN,2023-11-29,1.0,2.0,0.0,2.0,0.0,0.0,5.0,Field,Kirby,In
2278,7279,Alexa Stratton,OLE_FOR_OUT,2023-11-29,1.0,0.0,3.0,2.0,0.0,0.0,6.0,Forest,Oles,Out
2279,7280,Alexa Stratton,OLE_FOR_IN,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Oles,In
2280,7281,Alexa Stratton,OLE_FIE_OUT,2023-11-29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Field,Oles,Out
2281,7282,Alexa Stratton,OLE_FIE_IN,2023-11-29,0.0,1.0,1.0,0.0,1.0,0.0,2.0,Field,Oles,In
2282,7283,Shea Crowther,DIP_PAT,2023-11-21,,,,,,,,Field,Patterson,Out
2283,7284,Shea Crowther,DIP_PAT,2023-11-21,,,,,,,,Field,Patterson,Out
2284,7285,Shea Crowther,PAT_FIE_IN,2023-11-21,,,,,,,,Field,Patterson,In
2285,7286,Shea Crowther,DIP_FLE,2023-11-21,,,,,,,,Field,Fleming,Out
2286,7287,Shea Crowther,DIP_FLE,2023-11-21,,,,,,,,Field,Fleming,Out
2287,7288,Shea Crowther,FLE_FIE_IN,2023-11-21,,,,,,,,Field,Fleming,In
2288,7289,Shea Crowther,FLE_FOR_IN,2023-11-21,,,,,,,,Forest,Fleming,In
2289,7290,Shea Crowther,FLE_FOR_OUT,2023-11-21,,,,,,,,Forest,Fleming,Out
2290,7291,Shea Crowther,DIP_CUR,2023-11-21,,,,,,,,Field,CURC,Out
2291,7292,Shea Crowther,DIP_CUR,2023-11-21,,,,,,,,Field,CURC,Out
